grupo,n_filas,co2_real_medio,co2_pred_medio,mae,rmse,r2,error_relativo_pct
2008 SIGNATURE PURETEC,104,113.54807692307692,110.22703552246094,3.321047782897949,3.9563208237185754,-0.5626036177824745,2.924794389206425
218D GRAN TOURER,128,118.65078125,116.48396301269531,3.3089329957962037,4.599385117070673,0.5128603502550015,2.788800006992119
X2 SDRIVE18I,123,129.39837398373984,131.76287841796875,3.2972654017006477,3.942564969844467,0.820740394347605,2.548150568039581
CLIO,10438,107.40544165548955,107.77018737792969,3.294179453340886,5.141598224198919,0.8756683020087456,3.0670507960920603
PANDA,1745,115.97478510028654,115.79364013671875,3.2930452887854806,5.229437110825342,0.29104285473435765,2.8394493561146894
IBIZA,15553,113.44306564649906,112.97064208984375,3.2853473642972597,9.25686100136097,0.4089083147871363,2.8960318954485587
GLC 200 D 4MATIC,122,148.7622950819672,146.78135681152344,3.2782185038582226,5.401338861625739,0.7902615230649817,2.203662226407533
TOYOTA COROLLA,4761,97.58748162150809,98.53284454345703,3.2769067015524698,4.485310059903147,0.8582169033045287,3.3579170679513117
NUEVO RIFTER ACCESS BL,140,112.26428571428572,114.04558563232422,3.259342466081892,4.102815287941073,0.44092306890423527,2.9032763584110506
BERLINGO VAN TALLA M B,141,131.04255319148936,132.1127471923828,3.253040719539561,4.188467677503868,0.9329097640662684,2.482430813741831
MII,476,102.77521008403362,103.96431732177734,3.238189841518883,4.456392646550253,0.3471147489315639,3.1507499122319413
2008 ALLURE PACK PURET,368,127.87228260869566,128.07601928710938,3.221404573191767,3.4280253227651234,0.417732437858654,2.5192359966308313
2008 ALLURE 1.6 BLUEHD,302,96.3907284768212,98.81434631347656,3.2091920107405705,3.668947375743664,-55.5453661870129,3.3293575652478604
MAZDA CX-3,1330,134.25037593984962,133.62864685058594,3.201675151165267,5.27787773340529,0.8090182853007213,2.384853769496903
3008 GT LINE PURETECH,351,118.85754985754986,120.67837524414062,3.1889921878477785,5.203268591156982,0.21103594281026206,2.683037124414704
X2 SDRIVE18D,436,125.61467889908256,127.13526916503906,3.162613859964073,3.831381149069721,0.846226351460472,2.5177104202167984
KONA,2247,120.2283044058745,122.37207794189453,3.1571362592614807,3.990718864368029,0.9060396392558207,2.625950914689286
IBIZA ST,395,110.91898734177215,111.61973571777344,3.149379894401454,4.260459455272192,0.8133892331653653,2.8393514671183766
GLA 250 E,254,31.543307086614174,28.928844451904297,3.1440392742006797,5.359426267813215,0.758346839410099,9.967373635134456
ADV750,660,84.98181818181818,88.10216522216797,3.120346820715702,3.791138451943043,-197.52744545410184,3.6717816675088493
FIAT 500,4233,112.00307110796126,112.40152740478516,3.11617978819431,4.546116375909229,0.6289821124621839,2.7822270919612397
NSS300A,449,72.50779510022272,72.94371795654297,3.1118442390968646,3.963144419679296,-11.411022006908958,4.291737508767945
STONIC,4024,123.12400596421472,122.10015106201172,3.1060129757192927,4.329290509242592,0.6045117090886055,2.5226704990593283
A 180 D,704,113.41477272727273,113.2484130859375,3.084734331477772,4.109949051072128,0.8888838994839768,2.719869958118771
PUMA,2081,120.50168188370975,120.49513244628906,3.070300511475196,4.296239156822398,0.8308777371804804,2.5479316665788883
CARENS,1863,131.20665593129362,130.92129516601562,3.067257797724447,4.056504859004144,0.9321166191541552,2.337730335365469
T-CROSS,3035,128.3163097199341,127.5152587890625,3.0661776673067145,4.316197232181728,0.8195238588801486,2.3895463281316447
KADJAR,2659,121.67732230161715,122.56501770019531,3.0642466722641193,3.8494215798958855,0.9241925013656915,2.5183383512240503
TOYOTA YARIS HYBRID,2146,80.89888164026095,81.63088989257812,3.0359809445312727,4.221894755126388,0.40737286548982554,3.7528095357752833
BERLINGO MULTISPACE PU,130,119.0,122.02935791015625,3.029351571890024,3.1336029813818747,0.0,2.5456735898235494
308 5P STYLE BLUEHDI 1,128,94.984375,96.83110046386719,3.014068901538849,3.6183829000561594,0.25383425933169845,3.1732260190571857
NUEVO C4 BLUEHDI 130 S,163,122.12269938650307,121.53087615966797,2.996438383324746,3.9096837182557245,-0.11852107695788172,2.4536293403091207
SPACE STAR 120 MPI KAI,107,113.69158878504673,112.34722900390625,2.9904221864504237,3.448160895404139,0.5562299088663608,2.6302932507208823
NUEVO PARTNER PRO STAN,147,110.98639455782313,113.44674682617188,2.989866710844494,3.932000669839573,-0.7783731560612352,2.693903809341959
SUPER DINK 350,237,89.82700421940929,87.81404876708984,2.9815692499217104,3.52207676877734,-85.70704778923965,3.319234873556509
218D ACTIVE TOURER,203,112.64039408866995,113.40703582763672,2.9710886161315617,8.15071782042533,0.3579479121956254,2.6376759777604613
COUNTRYMAN COOPER,250,137.056,137.1002197265625,2.9699788818359374,4.04091495667656,0.8556347123502865,2.166982023286786
NSC110MPD,782,42.0,42.37474060058594,2.954901161096285,3.2987556758686227,0.0,7.035478954991155
FORMENTOR E-HYBRID,298,19.77181208053691,22.6435489654541,2.9522469795790296,3.16978545966384,0.8939610554585299,14.931595382120689
F 750 GS,202,98.7128712871287,100.09684753417969,2.9504141099382153,3.2177643390739012,-49.58487973843963,2.988884905754862
SYMPHONY 125 SR,481,62.51143451143451,59.56535720825195,2.946075336353199,13.240867283710303,-0.613332515389216,4.712858310449278
TOURNEO COURIER,1934,122.24922440537746,120.02154541015625,2.9432297857495597,3.83021544767143,0.9298389368882702,2.407565201387154
XCITING S 400,118,96.7542372881356,93.81166076660156,2.9425760689428295,3.0254108626164733,-40.74514117244287,3.0412890963935695
C3 AIRCROSS BLUEHDI 11,229,121.87772925764192,119.84123229980469,2.9293586697640897,3.8314881895017616,0.6619474819052708,2.4035225201575656
GLC 300 DE 4MATIC,214,21.61682242990654,21.28643035888672,2.9197027438154843,5.470366558007193,0.8887870105497079,13.506623155566661
ARONA,7915,118.21857233101706,117.73558044433594,2.918920072361554,3.7957538227583605,0.7391679160290647,2.4690875678894626
TOYOTA YARIS,5025,102.65711442786069,103.89592742919922,2.9126768068531854,4.267457956582033,0.8648139257778806,2.8372868486382252
SANDERO,16657,117.14870624962478,116.69734954833984,2.908145446282672,4.443255654003272,0.8615415182756367,2.48243923418658
T-ROC,4843,131.84668593846789,131.89881896972656,2.897367223392654,3.862111363976101,0.9002773622553832,2.197527531897798
C5 AIRCROSS PURETECH 1,221,139.30769230769232,137.07057189941406,2.8949470002187323,4.182289056649546,0.7978340475776485,2.0780955827080905
BERLINGO TALLA M BLUEH,1426,125.26227208976157,125.683837890625,2.888890377435243,3.716843720859829,0.9515110500043438,2.3062733329354717
F 800 GS,108,97.44074074074075,99.31148529052734,2.8677429057933668,3.465998291800138,-0.3479253329070573,2.9430635317351816
N208 5P ALLURE PURETEC,183,102.83060109289617,105.3546142578125,2.851501214699667,3.66186980598013,0.8015245837031695,2.773008408385796
GPD125-A (NMAX),1162,52.0,54.601009368896484,2.8460424524986805,3.1318617355994123,0.0,5.473158562497463
KAMIQ,1789,126.6400223588597,125.32383728027344,2.818905369271907,3.847626445680779,0.6924244841932412,2.225919829107403
MEDLEY,292,54.36986301369863,53.75896072387695,2.8188502037361878,4.888097174565822,-4.055524079331507,5.184582133352021
208 5P ALLURE PACK PUR,173,117.0693641618497,116.21378326416016,2.8096549414485867,3.3125596362315686,-0.03329595589567935,2.3999916302306104
C 220 BLUETEC,384,111.06770833333333,112.70279693603516,2.790310263633728,3.885031299429065,-0.03346009059260546,2.512260589062958
X1 SDRIVE18D,2065,121.95980629539952,123.68460845947266,2.7756703706976866,3.6341505465030504,0.8628552512158765,2.2758894549034627
OMODA5,654,162.36391437308868,160.3174285888672,2.7625089872867687,4.351934137094569,0.2626920682950147,1.7014303935410948
NUEVO  BERLINGO TALLA,159,114.24528301886792,114.9006576538086,2.7607040885109573,3.019811856257681,-3.6557636468500982,2.416470961041796
TOYOTA RAV4,4066,116.72257747171668,117.34481048583984,2.7422434501441546,4.617067113357431,0.9721315945093094,2.3493684851233123
SH300A,692,70.88150289017341,70.47712707519531,2.7259894574997743,3.66324351119686,-2.6963158272551446,3.8458403763299573
VERSYS 650,106,107.84905660377359,106.04084777832031,2.7114777475033165,3.7608365440422884,-3.2162996131179105,2.514141368398806
JET 14 125 LC E5,382,59.654450261780106,57.0477180480957,2.6856751466920863,2.790529437614718,-5.16652636871127,4.502053300142079
208 5P  STYLE 1.2L PUR,245,109.0,106.32923889160156,2.6707644715601084,2.6798497506096965,0.0,2.450242634458815
C 650 SPORT,155,106.13870967741936,103.47676086425781,2.6619447277438257,3.70556887613463,-272.9975562425734,2.5079867051654436
208 5P ACTIVE PACK PUR,312,116.78846153846153,115.99456787109375,2.660148253807655,2.999936026975509,-0.12855178373681353,2.277749204643472
TWEET,1058,57.08601134215501,54.8101806640625,2.648762683111238,4.185097761416842,-1.146975370719998,4.639950525244117
B 180 D,137,111.92700729927007,111.24958038330078,2.6385300907775435,3.4026532750109286,0.9243130068974853,2.3573667825519986
MTN125-A,240,47.333333333333336,49.941932678222656,2.608598534266154,2.788071170201822,-33.980033825497514,5.511123663942579
JET 14 50,120,57.0,54.3978271484375,2.6021665573120116,3.4996389273688626,0.0,4.565204486512301
NUEVO RIFTER ACTIVE BL,212,113.20754716981132,114.79611206054688,2.5923868575186098,3.483845346432101,-3.1847715870356206,2.2899417241414386
CAPTUR E-TECH HYBRID,593,105.2512647554806,106.42998504638672,2.587740919039181,3.514300964397224,0.0665123797542112,2.4586316611501173
X-MAX 125,281,63.93950177935943,62.697349548339844,2.579100218531924,3.261162578455413,-4.493827887771215,4.033657045736465
R 1250 RT,106,110.0,112.25194549560547,2.5422430218390697,2.809482907272265,0.0,2.3111300198537
CAPTUR,7107,116.69058674546223,115.1453857421875,2.5327926416747326,3.389980415758983,0.9349740512072933,2.170520101333903
JOGGER,975,118.13333333333334,120.6044692993164,2.526928499661959,3.2793281891279493,0.8001103771311933,2.1390478270276176
UK110,100,49.0,49.242733001708984,2.5216668319702147,2.7253478093565193,0.0,5.14625884075554
F 800 R,137,99.11598540145985,98.33406829833984,2.5047831336251156,3.513335429713797,-338.4828189598845,2.527123272275133
3008 ALLURE BLUEHDI 13,463,109.52915766738661,109.55331420898438,2.45943943625135,2.9683010915986356,0.8621699312166253,2.2454654893996984
C 400 GT,215,81.14883720930233,83.58687591552734,2.455648200456486,2.6181713249295435,-23.87940520822365,3.026103989787038
2008 ALLURE 1.2 PURETE,299,105.1304347826087,107.1722640991211,2.448927174443784,2.738482740031751,0.2771276963316316,2.3294179078662958
PEOPLE S 125,457,65.24945295404814,62.80150604248047,2.4479435643168976,2.6800038500883345,-0.2626610837625798,3.7516690998786753
CORSA-E,4020,120.21691542288558,118.89592742919922,2.4409526654143834,4.840014041835628,0.6702297255399219,2.03045690935246
NUEVO RIFTER ALLURE BL,450,117.12222222222222,116.90798950195312,2.406944834391276,3.699699394796648,0.8542278001358766,2.0550710093465026
"KONA, KAUAI",1752,117.76826484018265,118.42291259765625,2.3924082795234574,3.217670594095251,0.9284637138168838,2.031454129658846
5008 ALLURE PURETECH 1,102,122.3921568627451,122.2951889038086,2.3803559845569087,3.0682292448396535,0.8808988134199247,1.9448599040756545
F 850 GS,119,98.61344537815125,100.24568176269531,2.3736414548729647,2.5514869170992402,-26.45363924877573,2.4070160471229896
LIBERTY 125 ABS,1013,59.717670286278384,57.35420227050781,2.3634678425464086,2.671361051761253,-13.715288759274518,3.957736179620312
MTN690-U  (MT-07),201,100.0,98.13240814208984,2.3388756519526392,2.4358785132607017,0.0,2.3388756519526392
EXPRESS,307,133.75814332247558,135.75640869140625,2.3244470851040817,3.058891523423362,0.41948067590036153,1.7377985574307098
S9,213,80.0,80.47880554199219,2.3242728721367922,3.5496876802265476,0.0,2.90534109017099
3008 GT LINE BLUEHDI 1,286,107.6993006993007,108.16812896728516,2.3234224652910567,2.7306535928729674,0.6537022225713465,2.157323631820149
TAIGO,1184,127.96199324324324,128.9364776611328,2.3200006549422807,2.720590636123591,0.6734090237914345,1.8130388532884025
R 1250 GS,418,110.00717703349282,111.5130615234375,2.3151641553668885,3.4390399558888634,-549.6155122140123,2.1045573732539404
R 1250 GS ADVENTURE,367,110.0,111.74018859863281,2.2849418993541915,2.8313228006608586,0.0,2.0772199085038103
CB750A,144,97.70833333333333,97.03142547607422,2.2604875564575195,2.537526808852941,-0.5408759318873686,2.313505388272088
GRAND C4 SPACETOURER P,145,120.75862068965517,120.59521484375,2.1890722340550917,2.655903915227955,0.9192897582689931,1.812766841450533
2008 ACT 1.6EHDI 92,111,103.0,102.39067077636719,2.1669523221952423,3.169351666249205,0.0,2.1038372060147985
AGILITY CITY 50,277,54.35018050541516,56.500999450683594,2.150817003491123,2.713227254695845,-2.3815156265823805,3.9573318496648358
NUEVO RIFTER GT LINE B,374,113.95187165775401,115.35894012451172,2.1446688034955192,2.8225314771056675,0.5901107449096705,1.882082998984758
BYD SEAL U DM-I,273,13.831501831501832,14.895366668701172,2.1389085539094697,2.33913393666574,0.863961875896579,15.464036949610307
ARKANA,654,132.53975535168195,130.4740753173828,2.0839221966011445,2.5179148869206944,-3.5242157859368852,1.5722997157129575
SUPER DINK 300I,107,74.21495327102804,73.68548583984375,2.042790207907418,5.054281511304249,-4.2158473536223005,2.7525318252876683
C4 CACTUS BLUEHDI 100,451,94.80266075388026,93.40271759033203,2.0183945886311667,2.1762826974913647,0.33279049195178545,2.129048459801329
C3 PURETECH 110 S&S 6V,122,106.23770491803279,107.44943237304688,2.0174905120349322,2.2501162902496437,-0.12285308494067126,1.899034352814302
CORSA EDITION 1.2T XEL,166,119.4578313253012,117.46141052246094,1.9964264559458538,2.0441298979846727,-15.833602010188386,1.6712394941352078
208 5P SIGNATURE PURET,472,109.75635593220339,107.85184478759766,1.9885609998541363,2.4563336603630703,-3.334748977472244,1.811795757033399
SYMPHONY 125 SR E5,1140,59.121929824561406,58.14042663574219,1.9534353390074612,2.144952869588534,0.14411003419022428,3.3040791205633697
TOYOTA C-HR,5696,95.24708216292134,95.67776489257812,1.9527076521080533,3.0651200008719153,0.9830689047450668,2.050149577042079
C3 AIRCROSS PURETECH 1,760,134.39473684210526,132.82415771484375,1.9426437076769376,3.2997975204178225,0.19198158447036873,1.4454760307758692
X-TOWN CT 125,122,69.0,67.10742950439453,1.8925760613113154,1.896475371030781,0.0,2.742863856972921
PARTNER TEPEE ACCESS 1,220,113.31818181818181,114.57588958740234,1.8917797782204369,3.0061930093306644,0.18105166408449658,1.6694406386221265
PARTNER PRO STANDARD 6,120,136.46666666666667,135.84976196289062,1.8887349446614583,2.6771840539033693,0.9407409648462434,1.3840265837773265
MG EHS PLUG-IN HYBRID,101,42.98019801980198,42.59831237792969,1.8660483407502126,4.655717769678647,-1115.7368525613454,4.341646680851681
TOYOTA AYGO X,431,111.06728538283063,111.30436706542969,1.840598068768353,2.037880775029628,-0.16452061220625436,1.6571919106729898
KA,792,115.1540404040404,113.96884155273438,1.8023166078509707,1.9758462528212262,-3.434755633467912,1.5651353626213997
C 400 X,131,81.10687022900764,82.85511016845703,1.7943713938006918,1.8952752161616269,-16.754458939022168,2.212354377297794
ADAM,490,119.33673469387755,119.48624420166016,1.7920489252830039,3.0986757046883917,0.009382398096210331,1.5016741742431328
208 5P ACTIVE BLUEHDI,101,97.5940594059406,97.75762939453125,1.787380633967938,2.1217606898204604,0.9285120707444127,1.8314440908061451
NUEVO BERLINGO TALLA M,838,116.43675417661098,115.87628936767578,1.7613829291805732,2.233389417124992,0.9247938723024165,1.5127379165077997
CORSA GS 1.2T XHL MT6,333,116.13213213213213,117.57305908203125,1.757160083667652,2.1162327505020704,-0.6277486973352189,1.5130696831333474
NUEVO C-ELYSÉE BLUEHDI,120,98.0,96.25504302978516,1.744956334431966,1.7508076907132808,0.0,1.7805676881958838
3008 ALLURE PURETECH 1,533,119.00562851782364,118.60282897949219,1.7423717362795716,2.374089807345568,0.852092379311044,1.464108679547551
C3 HDI70 TONIC,203,99.17733990147784,100.87397766113281,1.6966384737362414,2.6638595460814987,-20.953840074820704,1.7107118172575226
GRAND DINK 300,257,77.92217898832685,77.3933334350586,1.6821719811584235,2.3246878871865118,-74.30385517336714,2.158784575839982
S700,127,159.0,160.67901611328125,1.6790120282511072,1.6818827389458166,0.0,1.0559824077050988
NUEVO C4 CACTUS BLUEHD,120,96.23333333333333,94.75919342041016,1.6217790603637696,1.859980117053741,-0.1484962863340924,1.68525707692806
CBF125NA,166,48.95180722891566,49.849815368652344,1.5995689529970467,1.8075036216692444,-2.274674916256581,3.267640243631673
SR GT 125,245,60.0,58.432701110839844,1.5673027505680006,1.6938566121359508,0.0,2.6121712509466675
TERRAMAR,157,148.01910828025478,148.4907989501953,1.5615818485332902,2.7356595308857705,0.9874901514118322,1.0549866613009447
ARKANA E-TECH,576,108.078125,108.30925750732422,1.5520057678222656,1.876363686771996,0.025720942737761487,1.436003601859549
C4 PICASSO BLUEHDI 120,177,100.20338983050847,101.55810546875,1.5497096864517126,1.5700249328054083,-3.3336310233354602,1.5465641322843546
FSH125,479,48.110647181628394,46.57472610473633,1.535919523935975,1.7632062515996862,-2.1474296334266763,3.1924732131279323
308 5P STYLE 1.6 BLUEH,136,94.00735294117646,94.08375549316406,1.5356852587531595,1.6757607176961467,-53.616178747716006,1.6335799389161496
SYMPHONY 125 SR E5+,216,56.0,57.52543258666992,1.5254317389594183,1.525597080775003,0.0,2.7239852481418185
C-ELYSÉE PURETECH 82,162,112.29629629629629,110.96878814697266,1.5079658414110726,1.8695937471339266,-1.1631006690373007,1.3428455711774063
CMX500A,152,85.5657894736842,87.06942749023438,1.5036353563007556,1.6103867682911504,-3.9682135519675468,1.7572856693657917
MTN690-U,313,98.56230031948881,97.26423645019531,1.4305667572508987,1.633225609696163,-2.9940858230382776,1.451434019512257
GRAND C4 PICASSO BLUEH,265,106.21509433962264,105.53522491455078,1.422850151781766,1.7370718298181953,0.30270490543067574,1.3395931723528902
SH125AD,2973,50.7238479650185,50.31444549560547,1.4201897904402152,1.9216672869464086,0.39684972207817615,2.799846319663373
BAYON,821,122.97929354445797,121.93013763427734,1.4088083933970814,1.8584712445080338,0.7045766738285237,1.1455655279787293
SYMPHONY 125 ST LC,113,58.0,58.97480392456055,1.3953379740757226,1.4688129077241117,0.0,2.405755127716763
ANC125,199,48.38693467336683,47.040103912353516,1.3819157202639172,8.869736044684343,-1.6538776918378066,2.855968722946511
MEDLEY 125,384,58.322916666666664,57.78959274291992,1.3771103123823802,1.5327566079398693,-0.044202721079991125,2.3611821751867925
YP125R-DA,217,56.0,55.92155456542969,1.372183136126962,1.9510920249465897,0.0,2.4503270287981467
LYNK & CO 01,345,25.060376811594203,26.212661743164062,1.3425324866253396,8.181836878353106,0.3551023364416003,5.357191939764513
N. BERLINGO MULTISPACE,476,113.88865546218487,115.15866088867188,1.3094508868305623,2.1187072191095524,0.5629611576127718,1.1497641108471486
CORSA E,100,118.38,118.25763702392578,1.3026292419433594,3.8507270367436837,0.7497603819468743,1.1003794914203069
WW125A,2897,47.475664480497066,48.249881744384766,1.2874563202020173,1.4177016525539843,-0.20537730995384185,2.7118236980777857
3008 ACTIVE BLUEHDI 13,111,108.43243243243244,108.41458892822266,1.278441283079955,1.8232541754989489,0.9025181821064435,1.1790211234785228
208 5P STYLE 1.2L PURE,134,104.0,105.24484252929688,1.2448407642876924,1.2627683659084863,0.0,1.1969622733535503
WW125S,120,49.0,47.765541076660156,1.234457047780355,1.2650609697213566,0.0,2.5193000975109285
YP125RA SP,165,56.0,57.204002380371094,1.204000762014678,1.2249141663529972,0.0,2.1500013607404966
"208 5P STYLE 1,2L PURE",208,104.0,105.19975280761719,1.199760106893686,1.204686862431324,0.0,1.153615487397775
CORSA EDITION 1.2T XHL,277,116.36462093862816,117.0567626953125,1.192283740542856,1.6681391900472784,0.7711505288699864,1.0246101701063228
PARTNER TEPEE OUTDOOR,403,113.6302729528536,113.990966796875,1.1672279036074655,1.7917759646614193,0.3218677128343821,1.0272156118922293
BEVERLY,161,78.91304347826087,79.37822723388672,1.1509699851089383,1.5537789616389097,0.7057116921712376,1.458529457713806
DTX 350,150,87.0,85.86396789550781,1.136021219889323,1.1510275435212804,0.0,1.3057715171141644
PARTNER TEPEE ACTIVE 1,475,113.32842105263158,113.36967468261719,1.1223909558747944,1.6656113165977298,-0.48940344927565005,0.9903878880952004
BERLINGO MULTISPACE BL,862,112.96287703016242,114.03086853027344,1.0695935933053355,1.8861246826640592,-23.181736709639225,0.9468540651808484
SH350A,425,79.0,80.03285217285156,1.0328430534811581,1.0503045677352865,0.0,1.307396270229314
2008 STYLE 1.6 BLUEHDI,276,97.0,95.98372650146484,1.0162734432496887,1.0441482410073855,0.0,1.0477045806697822
PARTNER TEPEE ADVENTUR,208,114.39423076923077,114.80765533447266,0.9757782495938815,1.493553717330368,0.6627206196399034,0.8529960322582473
NUEVO C3 AIRCROSS BLUE,161,105.29813664596273,104.6779556274414,0.9583708958596177,1.3229442242723486,0.0067335332639484324,0.9101499099474928
R125,120,52.0,52.24837875366211,0.9090758323669433,1.046108354551607,0.0,1.748222754551814
C3 PURETECH 82 S&S FEE,526,110.0,109.55731964111328,0.842794033964324,1.1901059499070485,0.0,0.7661763945130218
C4 CACTUS PURETECH 82,182,107.0,107.83160400390625,0.8316040458260002,0.8612788608759862,0.0,0.7772000428280376
JAECOO7 PHEV,165,23.375757575757575,22.54471206665039,0.8310456709428267,0.9932162324335045,0.91427361344919,3.555160376084169
NSS125AD,1882,53.48618490967056,52.8344841003418,0.791495050557995,1.3351812171400905,-2.256892739458771,1.4798121269907376
ADV350A,847,79.62573789846518,79.3015365600586,0.7797510446595751,1.0255209625262103,-0.22300168401313658,0.9792701019033259
YP125RA (X-MAX 125),178,63.0,63.730308532714844,0.7494396252578563,0.8080054051465013,0.0,1.1895867067585022
XL750,199,101.39195979899498,101.86479187011719,0.7492098400940248,1.3279577342437723,0.703962507284091,0.738924310743475
NUEVO C3 PURETECH 82 F,381,109.0,108.26950073242188,0.7304964441014087,0.7348711943644424,0.0,0.6701802239462465
KISBEE M,107,56.0,55.27711486816406,0.7228937951203819,0.7305619963389324,0.0,1.290881777000682
NSS350A,588,79.0,79.61767578125,0.6805745987665086,0.8516072358636132,0.0,0.8614868338816565
AGILITY S 125,298,58.0,57.32160186767578,0.678395700134687,0.693947705787071,0.0,1.1696477588529086
VESPA PRIMAVERA 50,134,57.208955223880594,56.56922912597656,0.6768787725647883,0.9211068790764427,-1.2670462234281241,1.1831692606793849
368G,368,79.0,79.63138580322266,0.6520020028819209,0.6724675649039201,0.0,0.8253189909897732
SKYTOWN 125,229,56.0,55.37482833862305,0.625171961222153,0.6396392677783022,0.0,1.1163785021824162
C3 PURETECH 82 FEEL,171,109.0,108.43926239013672,0.5607424284282484,0.5865108276727875,0.0,0.5144425948883014
JET X 125 ABS,148,56.0,56.25125503540039,0.4592399597167969,0.49203707808670766,0.0,0.8200713566371374
JET 14 50 E5,178,56.0,55.59939956665039,0.45029657342460716,0.542058434124861,0.0,0.8041010239725128
GPD125D-A,236,52.0,52.421974182128906,0.421980437585863,0.42360079620956503,0.0,0.811500841511275
NSC110,877,43.59977194982896,43.290985107421875,0.38300202564339547,0.5092615966697439,-0.08040896892202665,0.8784496076817161
JET 14 EVO 125 LC ABS,107,56.0,56.30642318725586,0.31166304828964664,0.31800072045086303,0.0,0.5565411576600833
DTX 125,312,67.0,66.99068450927734,0.23744343488644332,0.537746881574658,0.0,0.3543931863976766
